held_out,train_dataset,family,acc.true,acc.pred,f1.true,f1.pred,auroc.true,auroc.pred,brier.true,brier.pred,meanconf.true,meanconf.pred,nll.true,nll.pred
imdb,imdb,sentiment,0.8930000066757202,0.8951302170753479,0.8894988894462585,0.8922443389892578,0.973264217376709,0.9783260822296143,0.07227927446365356,0.07732067257165909,0.9116595387458801,0.934756875038147,0.23634129762649536,0.28442782163619995
imdb,imdb,sentiment,0.8134999871253967,0.8866679072380066,0.7959200739860535,0.8848685026168823,0.9632261991500854,0.9715390205383301,0.1459469199180603,0.08698312938213348,0.9351638555526733,0.9160979390144348,0.4854958951473236,0.2998133897781372
imdb,imdb,sentiment,0.8845000267028809,0.8952596783638,0.879510223865509,0.8910096287727356,0.9755129814147949,0.9732723236083984,0.07811316102743149,0.07878242433071136,0.8850988149642944,0.9167644381523132,0.25069084763526917,0.277448832988739
imdb,imdb,sentiment,0.9150000214576721,0.8749200105667114,0.9135388135910034,0.8665539622306824,0.97312992811203,0.9710100293159485,0.061019446700811386,0.09103523194789886,0.9300059080123901,0.9249444603919983,0.20905701816082,0.31906402111053467
imdb,imdb,sentiment,0.9135000109672546,0.9050381779670715,0.9117580652236938,0.9013859033584595,0.9726266860961914,0.9786094427108765,0.06608313322067261,0.07395165413618088,0.9383899569511414,0.9447165727615356,0.22461548447608948,0.28450626134872437
imdb,imdb,sentiment,0.8939999938011169,0.880286455154419,0.8903685808181763,0.8766688704490662,0.9704057574272156,0.9743630290031433,0.07418792694807053,0.09053835272789001,0.8865341544151306,0.9121426939964294,0.24561157822608948,0.3256670832633972
imdb,imdb,sentiment,0.828499972820282,0.8781943321228027,0.8146342039108276,0.8666929006576538,0.9751405119895935,0.9680907726287842,0.13200779259204865,0.08636240661144257,0.9439607262611389,0.901039183139801,0.435321182012558,0.29108160734176636
imdb,imdb,sentiment,0.9125000238418579,0.8652230501174927,0.9113984704017639,0.8526403903961182,0.9706774353981018,0.9584217071533203,0.06609901785850525,0.09812472015619278,0.879267156124115,0.8786706328392029,0.2301480919122696,0.3258495330810547
imdb,imdb,sentiment,0.8424999713897705,0.9110612869262695,0.831221878528595,0.9123815894126892,0.9714817404747009,0.9779924750328064,0.10656742006540298,0.068961963057518,0.8866146206855774,0.9408078789710999,0.3272779583930969,0.251591295003891
imdb,imdb,sentiment,0.828499972820282,0.9064487218856812,0.8149605989456177,0.9030364155769348,0.9691270589828491,0.9769775867462158,0.1320798099040985,0.07313065230846405,0.9380134344100952,0.9330127835273743,0.43478599190711975,0.2749049961566925
imdb,imdb,sentiment,0.8650000095367432,0.889545202255249,0.8574596047401428,0.8869086503982544,0.9662067890167236,0.9710742235183716,0.10437677800655365,0.08495195209980011,0.9491837024688721,0.9252747297286987,0.3575926125049591,0.29548385739326477
